2025-03-11T07:15:50Z,txn1268,user449,9975.08
2025-03-11T07:15:50Z,txn1268,user449,9975.08
2025-03-11T07:15:50Z,txn3931,user597,9968.92
2025-03-11T07:15:50Z,txn3931,user597,9968.92
2025-03-11T07:15:50Z,txn3849,user761,9966.8
2025-03-11T07:15:50Z,txn3849,user761,9966.8
2025-03-11T07:15:50Z,txn6098,user26,9913.71
2025-03-11T07:15:50Z,txn8394,user329,9911.95
2025-03-11T07:15:50Z,txn5089,user826,9888.47
2025-03-11T07:15:50Z,txn8025,user864,9849.32
2025-03-11T07:15:50Z,txn1389,user851,9844.3
2025-03-11T07:15:50Z,txn9637,user746,9838.83
2025-03-11T07:15:50Z,txn371,user957,9747.84
2025-03-11T07:15:50Z,txn2966,user680,9738.4
2025-03-11T07:15:50Z,txn8320,user562,9728.92
2025-03-11T07:15:50Z,txn9860,user191,9715.68
2025-03-11T07:15:50Z,txn6127,user58,9678.53
2025-03-11T07:15:50Z,txn4205,user609,9678.07
2025-03-11T07:15:50Z,txn8874,user774,9640.04
2025-03-11T07:15:50Z,txn4902,user450,9633.25
2025-03-11T07:15:50Z,txn5071,user477,9614.56
2025-03-11T07:15:50Z,txn3804,user753,9516.15
2025-03-11T07:15:50Z,txn305,user914,9471.85
2025-03-11T07:15:50Z,txn2276,user828,9461.82
2025-03-11T07:15:50Z,txn1229,user220,9411.74
2025-03-11T07:15:50Z,txn889,user798,9278.16
2025-03-11T07:15:50Z,txn3172,user171,9204.98
2025-03-11T07:15:50Z,txn31,user56,9172.08
2025-03-11T07:15:50Z,txn6963,user627,9162.03
2025-03-11T07:15:50Z,txn594,user116,9157.25
2025-03-11T07:15:50Z,txn1481,user223,9143.25
2025-03-11T07:15:50Z,txn2560,user79,9141.03
2025-03-11T07:15:50Z,txn435,user867,9046.56
2025-03-11T07:15:50Z,txn8435,user766,8953.21
2025-03-11T07:15:50Z,txn9041,user748,8935.35
2025-03-11T07:15:50Z,txn5135,user302,8927.77
2025-03-11T07:15:50Z,txn5575,user370,8904.82
2025-03-11T07:15:50Z,txn622,user650,8904.71
2025-03-11T07:15:50Z,txn7438,user568,8890.27
2025-03-11T07:15:50Z,txn4643,user434,8884.52
2025-03-11T07:15:50Z,txn6230,user833,8824.34
2025-03-11T07:15:50Z,txn7903,user739,8817.33
2025-03-11T07:15:50Z,txn2722,user184,8811.89
2025-03-11T07:15:50Z,txn4418,user335,8756.87
2025-03-11T07:15:50Z,txn2882,user481,8745.12
2025-03-11T07:15:50Z,txn4845,user30,8643.01
2025-03-11T07:15:50Z,txn8131,user969,8614.09
2025-03-11T07:15:50Z,txn4680,user375,8464.3
2025-03-11T07:15:50Z,txn6948,user85,8450.52
2025-03-11T07:15:50Z,txn5692,user152,8434.16
2025-03-11T07:15:50Z,txn6783,user531,8426.09
2025-03-11T07:15:50Z,txn1782,user233,8412.5
2025-03-11T07:15:50Z,txn3905,user957,8378.51
2025-03-11T07:15:50Z,txn8502,user519,8376.58
2025-03-11T07:15:50Z,txn9891,user550,8337.54
2025-03-11T07:15:50Z,txn3349,user54,8311.09
2025-03-11T07:15:50Z,txn3196,user705,8310.28
2025-03-11T07:15:50Z,txn2856,user374,8301.57
2025-03-11T07:15:50Z,txn1788,user912,8291.31
2025-03-11T07:15:50Z,txn9527,user467,8272.86
2025-03-11T07:15:50Z,txn8213,user409,8266.45
2025-03-11T07:15:50Z,txn7007,user370,8206.99
2025-03-11T07:15:50Z,txn4315,user277,8205.63
2025-03-11T07:15:50Z,txn7753,user48,8188.18
2025-03-11T07:15:50Z,txn4189,user70,8161.97
2025-03-11T07:15:50Z,txn1564,user4,8117.83
2025-03-11T07:15:50Z,txn2000,user540,8108.86
2025-03-11T07:15:50Z,txn7297,user282,8108.5
2025-03-11T07:15:50Z,txn5488,user824,8101.05
2025-03-11T07:15:50Z,txn8722,user987,8080.01
2025-03-11T07:15:50Z,txn3418,user673,8035.38
2025-03-11T07:15:50Z,txn9552,user178,7968.98
2025-03-11T07:15:50Z,txn3029,user61,7924.29
2025-03-11T07:15:50Z,txn7642,user662,7922.86
2025-03-11T07:15:50Z,txn8957,user476,7902.71
2025-03-11T07:15:50Z,txn9169,user832,7872.16
2025-03-11T07:15:50Z,txn4848,user150,7852.22
2025-03-11T07:15:50Z,txn2392,user189,7804.37
2025-03-11T07:15:50Z,txn9034,user567,7751.98
2025-03-11T07:15:50Z,txn8897,user465,7724.73
2025-03-11T07:15:50Z,txn2442,user731,7516.55
2025-03-11T07:15:50Z,txn5265,user440,7506.08
2025-03-11T07:15:50Z,txn5001,user212,7458.46
2025-03-11T07:15:50Z,txn7035,user986,7414.0
2025-03-11T07:15:50Z,txn9115,user350,7411.48
2025-03-11T07:15:50Z,txn3468,user271,7311.75
2025-03-11T07:15:50Z,txn8631,user189,7294.76
2025-03-11T07:15:50Z,txn625,user299,7272.51
2025-03-11T07:15:50Z,txn9474,user58,7243.38
2025-03-11T07:15:50Z,txn3117,user473,7199.02
2025-03-11T07:15:50Z,txn19,user665,7167.11
2025-03-11T07:15:50Z,txn1970,user953,7031.06
2025-03-11T07:15:50Z,txn8973,user936,6975.63
2025-03-11T07:15:50Z,txn2305,user880,6955.28
2025-03-11T07:15:50Z,txn762,user593,6914.85
2025-03-11T07:15:50Z,txn4050,user278,6908.8
2025-03-11T07:15:50Z,txn5469,user554,6761.72
2025-03-11T07:15:50Z,txn8490,user610,6734.12
2025-03-11T07:15:50Z,txn9669,user447,6718.35
2025-03-11T07:15:50Z,txn5614,user205,6607.52
2025-03-11T07:15:50Z,txn9808,user154,6582.01
2025-03-11T07:15:50Z,txn4662,user459,6558.94
2025-03-11T07:15:50Z,txn8564,user171,6551.81
2025-03-11T07:15:50Z,txn5718,user547,6419.14
2025-03-11T07:15:50Z,txn1162,user149,6310.15
2025-03-11T07:15:50Z,txn1345,user840,6286.21
2025-03-11T07:15:50Z,txn100,user589,6235.61
2025-03-11T07:15:50Z,txn1866,user283,6217.07
2025-03-11T07:15:50Z,txn9488,user521,6199.99
2025-03-11T07:15:50Z,txn2312,user702,6179.85
2025-03-11T07:15:50Z,txn8877,user191,6114.24
2025-03-11T07:15:50Z,txn6960,user904,6107.54
2025-03-11T07:15:50Z,txn6449,user476,6100.27
2025-03-11T07:15:50Z,txn1985,user144,6077.07
2025-03-11T07:15:50Z,txn2385,user960,5976.08
2025-03-11T07:15:50Z,txn6493,user297,5952.88
2025-03-11T07:15:50Z,txn9441,user578,5946.25
2025-03-11T07:15:50Z,txn8678,user376,5886.6
2025-03-11T07:15:50Z,txn933,user657,5878.24
2025-03-11T07:15:50Z,txn2924,user582,5837.52
2025-03-11T07:15:50Z,txn7071,user951,5800.34
2025-03-11T07:15:50Z,txn7442,user448,5784.57
2025-03-11T07:15:50Z,txn7168,user660,5774.4
2025-03-11T07:15:50Z,txn1706,user673,5749.95
2025-03-11T07:15:50Z,txn5463,user582,5640.94
2025-03-11T07:15:50Z,txn3444,user914,5618.44
2025-03-11T07:15:50Z,txn657,user697,5564.0
2025-03-11T07:15:50Z,txn137,user84,5523.55
2025-03-11T07:15:50Z,txn8351,user797,5512.26
2025-03-11T07:15:50Z,txn5771,user609,5510.41
2025-03-11T07:15:50Z,txn5568,user354,5481.8
2025-03-11T07:15:50Z,txn3291,user173,5459.52
2025-03-11T07:15:50Z,txn1860,user930,5453.26
2025-03-11T07:15:50Z,txn1073,user902,5369.03
2025-03-11T07:15:50Z,txn3455,user620,5342.26
2025-03-11T07:15:50Z,txn9505,user782,5326.12
2025-03-11T07:15:50Z,txn9693,user338,5320.13
2025-03-11T07:15:50Z,txn6362,user968,5235.6
2025-03-11T07:15:50Z,txn1481,user206,5205.94
2025-03-11T07:15:50Z,txn589,user588,5158.62
2025-03-11T07:15:50Z,txn4038,user339,5146.7
2025-03-11T07:15:50Z,txn7127,user953,5066.85
2025-03-11T07:15:50Z,txn2420,user385,5058.92
2025-03-11T07:15:50Z,txn7356,user627,4950.22
2025-03-11T07:15:50Z,txn5204,user951,4914.83
2025-03-11T07:15:50Z,txn1006,user724,4896.36
2025-03-11T07:15:50Z,txn4455,user172,4870.38
2025-03-11T07:15:50Z,txn7899,user893,4869.24
2025-03-11T07:15:50Z,txn4181,user128,4865.69
2025-03-11T07:15:50Z,txn1697,user469,4834.99
2025-03-11T07:15:50Z,txn2778,user735,4824.19
2025-03-11T07:15:50Z,txn8610,user693,4810.92
2025-03-11T07:15:50Z,txn4973,user938,4805.1
2025-03-11T07:15:50Z,txn5100,user571,4756.21
2025-03-11T07:15:50Z,txn4691,user752,4754.9
2025-03-11T07:15:50Z,txn410,user423,4687.01
2025-03-11T07:15:50Z,txn5619,user958,4683.01
2025-03-11T07:15:50Z,txn8439,user769,4662.48
2025-03-11T07:15:50Z,txn3477,user695,4648.1
2025-03-11T07:15:50Z,txn5271,user618,4599.72
2025-03-11T07:15:50Z,txn608,user249,4593.39
2025-03-11T07:15:50Z,txn9409,user978,4572.35
2025-03-11T07:15:50Z,txn7344,user87,4554.59
2025-03-11T07:15:50Z,txn1753,user746,4553.79
2025-03-11T07:15:50Z,txn8296,user320,4541.52
2025-03-11T07:15:50Z,txn9402,user369,4495.28
2025-03-11T07:15:50Z,txn7325,user534,4440.44
2025-03-11T07:15:50Z,txn1412,user431,4420.21
2025-03-11T07:15:50Z,txn5615,user134,4413.98
2025-03-11T07:15:50Z,txn6788,user312,4380.09
2025-03-11T07:15:50Z,txn6764,user245,4372.44
2025-03-11T07:15:50Z,txn2157,user442,4276.73
2025-03-11T07:15:50Z,txn4947,user748,4239.39
2025-03-11T07:15:50Z,txn3381,user548,4223.27
2025-03-11T07:15:50Z,txn4308,user46,4188.93
2025-03-11T07:15:50Z,txn4496,user336,4176.99
2025-03-11T07:15:50Z,txn8914,user984,4159.22
2025-03-11T07:15:50Z,txn3984,user629,4139.48
2025-03-11T07:15:50Z,txn2585,user266,4074.92
2025-03-11T07:15:50Z,txn1953,user40,3984.16
2025-03-11T07:15:50Z,txn465,user845,3979.74
2025-03-11T07:15:50Z,txn6393,user208,3977.9
2025-03-11T07:15:50Z,txn2116,user468,3974.5
2025-03-11T07:15:50Z,txn5132,user438,3963.38
2025-03-11T07:15:50Z,txn2976,user974,3934.89
2025-03-11T07:15:50Z,txn1346,user631,3921.01
2025-03-11T07:15:50Z,txn4860,user528,3885.12
2025-03-11T07:15:50Z,txn2614,user917,3805.54
2025-03-11T07:15:50Z,txn6023,user501,3779.14
2025-03-11T07:15:50Z,txn1584,user976,3773.47
2025-03-11T07:15:50Z,txn9172,user217,3742.06
2025-03-11T07:15:50Z,txn4362,user199,3724.4
2025-03-11T07:15:50Z,txn4888,user104,3724.28
2025-03-11T07:15:50Z,txn2315,user826,3683.4
2025-03-11T07:15:50Z,txn4667,user95,3662.68
2025-03-11T07:15:50Z,txn2073,user325,3625.14
2025-03-11T07:15:50Z,txn2487,user697,3568.76
2025-03-11T07:15:50Z,txn1022,user653,3547.6
